user-id,password,chosen_country,favourite_country,actual_county
251684986,KPKXmN45,29,29,29
29378817,HH1Vj0Gp,152,152,152
40656490,HkcAAJ2k,70,70,70
67653565,I6cxzZMN,17,17,17
220072042,zTnZFH2k,96,96,96
343077680,FNZRLddL,22,22,22
290659728,wdtLAx1f,169,169,169
92425854,n9nQ4eTB,166,166,166
37457705,Q6t1lOzE,18,18,18
99962780,HVuHM1w9,118,118,118
141280196,D3ZPQNwo,50,50,50
89699842,sAymJcgL,46,46,46
380405046,UF6aZqys,173,173,173
21351616,cdAiqrEf,137,137,137
173105079,vYLvPKJn,107,107,107
437640901,lzJ5yul5,23,23,23
99629409,upwpmqZ2,29,29,29
165191745,kbQ81opL,74,74,74
463482232,slmwyaoI,2,2,2
112022720,CGKQ5pqB,51,51,51
111742098,Hexy2NrF,22,22,22
227637531,VVILW6l7,14,14,14
442977756,MhceAm4W,28,28,28
